gene	sym	Variance
ENSG00000088812	ATRN	0.0205353962107549
ENSG00000088826	SMOX	0.0123183776947053
ENSG00000088827	SIGLEC1	0.00417198886611401
ENSG00000088832	FKBP1A	0.779554006633928
ENSG00000088833	NSFL1C	0.192552501057564
ENSG00000088836	SLC4A11	0.000340206815724605
ENSG00000088854	C20orf194	0.0295809555744476
ENSG00000088876	ZNF343	0.0129206722619258
ENSG00000088881	EBF4	0.00431087409296162
ENSG00000088882	CPXM1	0.000722440195805825
ENSG00000088888	MAVS	0.115382966551877
ENSG00000088899	RP5-1187M17.10	0.00229763887631702
ENSG00000088930	XRN2	0.288432562588946
ENSG00000088970	KIZ	0.0931945097267867
ENSG00000088986	DYNLL1	0.573638956823209
ENSG00000088992	TESC	0.132187533070543
ENSG00000089006	SNX5	0.226289383248943
ENSG00000089009	RPL6	0.306659977331818
ENSG00000089012	SIRPG	0.108443658272167
ENSG00000089022	MAPKAPK5	0.154586288047673
ENSG00000089041	P2RX7	0.0225878971075543
ENSG00000089048	ESF1	0.178122112245423
ENSG00000089050	RBBP9	0.0188533348736856
ENSG00000089053	ANAPC5	0.378503047526064
ENSG00000089057	SLC23A2	0.0243910388924493
ENSG00000089060	SLC8B1	0.0790884750933317
ENSG00000089063	TMEM230	0.567789201921343
ENSG00000089091	DZANK1	0.00501599574086505
ENSG00000089094	KDM2B	0.12038128056675
ENSG00000089101	CFAP61	0.000228344824459203
ENSG00000089123	TASP1	0.048691919447775
ENSG00000089127	OAS1	0.126768073615634
ENSG00000089154	GCN1	0.0368922822517897
ENSG00000089157	RPLP0	0.576049183271204
ENSG00000089159	PXN	0.243460694410736
ENSG00000089163	SIRT4	0.00280779583959759
ENSG00000089169	RPH3A	0.0211380342589218
ENSG00000089177	KIF16B	0.0218961432602654
ENSG00000089195	TRMT6	0.071899781616404
ENSG00000089199	CHGB	0.000145740056796893
ENSG00000089220	PEBP1	0.579677822063551
ENSG00000089234	BRAP	0.0673749418794983
ENSG00000089248	ERP29	0.781067923785944
ENSG00000089250	NOS1	0.000143084823528767
ENSG00000089280	FUS	0.733481727359978
ENSG00000089289	IGBP1	0.475520136178953
ENSG00000089327	FXYD5	0.893806494171454
ENSG00000089335	ZNF302	0.201933729415903
ENSG00000089351	GRAMD1A	0.303297986647133
ENSG00000089356	FXYD3	0.000314553938061082
ENSG00000089486	CDIP1	0.123934900429045
ENSG00000089505	CMTM1	0.000391977995277706
ENSG00000089558	KCNH4	0.00019278718604902
ENSG00000089597	GANAB	0.112653327924923
ENSG00000089639	GMIP	0.138182923903748
ENSG00000089682	RBM41	0.061433266432338
ENSG00000089685	BIRC5	0.00594968383157795
ENSG00000089692	LAG3	0.0962991639111138
ENSG00000089693	MLF2	0.319491343314619
ENSG00000089723	OTUB2	0.000814605152623784
ENSG00000089737	DDX24	0.446157422082288
ENSG00000089775	ZBTB25	0.139655683577799
ENSG00000089818	NECAP1	0.151264594773391
ENSG00000089820	ARHGAP4	0.35626419706864
ENSG00000089847	ANKRD24	0.000417286559202695
ENSG00000089876	DHX32	0.0198907375246498
ENSG00000089902	RCOR1	0.0458883153996761
ENSG00000089916	GPATCH2L	0.113351978882847
ENSG00000090006	LTBP4	0.104874064241844
ENSG00000090013	BLVRB	0.236389403770916
ENSG00000090020	SLC9A1	0.0209886454722012
ENSG00000090054	SPTLC1	0.0262499570092636
ENSG00000090060	PAPOLA	0.490848397364076
ENSG00000090061	CCNK	0.130928411462337
ENSG00000090097	PCBP4	0.0520355471360749
ENSG00000090104	RGS1	0.0951774350000636
ENSG00000090238	YPEL3	0.561007278440719
ENSG00000090263	MRPS33	0.275774996464405
ENSG00000090266	NDUFB2	0.734480033836546
ENSG00000090273	NUDC	0.368569803371039
ENSG00000090316	MAEA	0.129710804526617
ENSG00000090339	ICAM1	0.0364363046594404
ENSG00000090372	STRN4	0.0408902195065032
ENSG00000090376	IRAK3	0.0983591630287437
ENSG00000090382	LYZ	2.25782745013981
ENSG00000090432	MUL1	0.0663612492515971
ENSG00000090447	TFAP4	0.0503494098663044
ENSG00000090470	PDCD7	0.181027988446274
ENSG00000090487	SPG21	0.366230229620412
ENSG00000090520	DNAJB11	0.185270623780971
ENSG00000090530	P3H2	0.00191236397342895
ENSG00000090554	FLT3LG	0.395114452831253
ENSG00000090565	RAB11FIP3	0.0039517085989625
ENSG00000090581	GNPTG	0.112272879404692
ENSG00000090612	ZNF268	0.0471633254742425
ENSG00000090615	GOLGA3	0.0749299628192605
ENSG00000090621	PABPC4	0.331017994213469
ENSG00000090659	CD209	0.000508776574877615
ENSG00000090661	CERS4	0.0980214980419582
ENSG00000090674	MCOLN1	0.0716009405709526
ENSG00000090686	USP48	0.127630071835761
ENSG00000090776	EFNB1	0.0155808078797314
ENSG00000090857	PDPR	0.0468859287957773
ENSG00000090861	AARS	0.0547452445248639
ENSG00000090863	GLG1	0.316132187677168
ENSG00000090889	KIF4A	0.000567929582166329
ENSG00000090905	TNRC6A	0.145773071379366
ENSG00000090924	PLEKHG2	0.015847289167618
ENSG00000090932	DLL3	0.00488189688859594
ENSG00000090971	NAT14	0.0144582178319946
ENSG00000090975	PITPNM2	0.0201026663896944
ENSG00000090989	EXOC1	0.0938075189923549
ENSG00000091009	RBM27	0.047213668107478
ENSG00000091039	OSBPL8	0.25476023131978
ENSG00000091073	DTX2	0.0350916151317328
ENSG00000091106	NLRC4	0.0156344781162577
ENSG00000091127	PUS7	0.00915337785825501
ENSG00000091129	NRCAM	0.00406549674870371
ENSG00000091136	LAMB1	0.0303426022837462
ENSG00000091137	SLC26A4	0.00220915407195658
ENSG00000091140	DLD	0.161244827318403
ENSG00000091157	WDR7	0.0274334845387929
ENSG00000091164	TXNL1	0.309259901805749
ENSG00000091181	IL5RA	0.00160055475789981
ENSG00000091262	ABCC6	0.00449242769658637
ENSG00000091317	CMTM6	0.37214301890198
ENSG00000091409	ITGA6	0.0619627312664034
ENSG00000091428	RAPGEF4	0.000329387326588225
ENSG00000091436	AC013461.1	0.0382388710583921
ENSG00000091483	FH	0.0764435070647907
ENSG00000091490	SEL1L3	0.126724989116739
ENSG00000091513	TF	8.92850100935954e-05
ENSG00000091527	CDV3	0.230274877243244
ENSG00000091536	MYO15A	0.00553977364417389
ENSG00000091542	ALKBH5	0.301761765525094
ENSG00000091583	APOH	8.43153780765041e-05
ENSG00000091592	NLRP1	0.183515845557112
ENSG00000091622	PITPNM3	0.00137109325830334
ENSG00000091640	SPAG7	0.344184534627051
ENSG00000091651	ORC6	0.0135031199105575
ENSG00000091656	ZFHX4	0.000661171429361305
ENSG00000091732	ZC3HC1	0.0308193964617402
ENSG00000091831	ESR1	0.0016699298466101
ENSG00000091844	RGS17	0.00607900544625406
ENSG00000091879	ANGPT2	0.0614722356741369
ENSG00000091947	TMEM101	0.139781179761587
ENSG00000091972	CD200	0.0460750866682495
ENSG00000091986	CCDC80	0.000446700004708647
ENSG00000092010	PSME1	0.897687318694894
ENSG00000092020	PPP2R3C	0.201483775046511
ENSG00000092036	HAUS4	0.0354708403994589
ENSG00000092051	JPH4	0.00087832772173036
ENSG00000092067	CEBPE	0.00552445560452449
ENSG00000092068	SLC7A8	0.00454645020512881
ENSG00000092094	OSGEP	0.160345669255292
ENSG00000092096	SLC22A17	0.0129924374134979
ENSG00000092098	RNF31	0.00711830892231938
ENSG00000092108	SCFD1	0.184147708465359
ENSG00000092140	G2E3	0.0505541576575331
ENSG00000092148	HECTD1	0.264520290866191
ENSG00000092199	HNRNPC	0.772331518784395
ENSG00000092200	RPGRIP1	0.00147572423381347
ENSG00000092201	SUPT16H	0.128364645613127
ENSG00000092203	TOX4	0.247939250166445
ENSG00000092208	GEMIN2	0.0446247810119068
ENSG00000092295	TGM1	0.00229622140533169
ENSG00000092330	TINF2	0.271802472847112
ENSG00000092345	DAZL	0.000191405414972829
ENSG00000092421	SEMA6A	0.000681399660517034
ENSG00000092439	TRPM7	0.0752706258006199
ENSG00000092445	TYRO3	0.00251016340555065
ENSG00000092470	WDR76	0.0381394943600821
ENSG00000092529	CAPN3	0.0179207681849176
ENSG00000092531	SNAP23	0.300227836769765
ENSG00000092607	TBX15	7.15240185773493e-05
ENSG00000092621	PHGDH	0.0187996013064952
ENSG00000092758	COL9A3	0.00871040105020856
ENSG00000092820	EZR	0.410455703651166
ENSG00000092841	MYL6	0.863082721246182
ENSG00000092847	AGO1	0.062832881478645
ENSG00000092850	TEKT2	0.000112565083754836
ENSG00000092853	CLSPN	0.00451186148516746
ENSG00000092871	RFFL	0.0935270807429209
ENSG00000092929	UNC13D	0.20598402761597
ENSG00000092931	MFSD11	0.10435760730811
ENSG00000092964	DPYSL2	0.131909337350958
ENSG00000092969	TGFB2	0.000223966607644257
ENSG00000092978	GPATCH2	0.0474125518149195
ENSG00000093000	NUP50	0.134236224169385
ENSG00000093009	CDC45	0.0012363554515976
ENSG00000093010	COMT	0.215708203981743
ENSG00000093072	CECR1	0.216244323595883
ENSG00000093134	VNN3	0.00557075956801333
ENSG00000093144	ECHDC1	0.207531343997767
ENSG00000093167	LRRFIP2	0.107302434635858
ENSG00000093183	SEC22C	0.105845777331258
ENSG00000093217	XYLB	0.00323360853252677
ENSG00000094631	HDAC6	0.0418296734620921
ENSG00000094804	CDC6	0.00148208349819202
ENSG00000094841	UPRT	0.0510231560088399
ENSG00000094880	CDC23	0.043102704487137
ENSG00000094914	AAAS	0.0802365503068046
ENSG00000094916	CBX5	0.140888563363447
ENSG00000094975	SUCO	0.0427317616690134
ENSG00000095002	MSH2	0.0506595268605505
ENSG00000095015	MAP3K1	0.168953247876314
ENSG00000095059	DHPS	0.270132714084664
ENSG00000095066	HOOK2	0.0759130584688548
ENSG00000095139	ARCN1	0.0801987143131839
ENSG00000095209	TMEM38B	0.0602124956937286
ENSG00000095261	PSMD5	0.0516345990900768
ENSG00000095303	PTGS1	0.028208750257337
ENSG00000095319	NUP188	0.036291443496576
ENSG00000095321	CRAT	0.0358750458325819
ENSG00000095370	SH2D3C	0.0987097402527991
ENSG00000095380	NANS	0.116332332441833
ENSG00000095383	TBC1D2	0.019967106473731
ENSG00000095397	DFNB31	0.0192070562467451
ENSG00000095485	CWF19L1	0.0673729082964606
ENSG00000095539	SEMA4G	0.000416829979565889
ENSG00000095564	BTAF1	0.0388025649439938
ENSG00000095574	IKZF5	0.0572561620217159
ENSG00000095585	BLNK	0.0794927593173016
ENSG00000095587	TLL2	0.00119552977058351
ENSG00000095637	SORBS1	0.000866814547073205
ENSG00000095739	BAMBI	0.0003446656385406
ENSG00000095752	IL11	7.84537304103174e-05
ENSG00000095777	MYO3A	0.000299603669665142
ENSG00000095787	WAC	0.321383407027713
ENSG00000095794	CREM	0.220109068512286
ENSG00000095906	NUBP2	0.249046204419248
ENSG00000095917	TPSD1	9.5811780181306e-05
ENSG00000095932	SMIM24	0.00161765583587404
ENSG00000095951	HIVEP1	0.0228857940359636
ENSG00000095970	TREM2	0.000334819604406765
ENSG00000096060	FKBP5	0.256949655213307
ENSG00000096063	SRPK1	0.083845084306596
ENSG00000096070	BRPF3	0.0177784848249821
ENSG00000096080	MRPS18A	0.120132011408459
ENSG00000096088	PGC	0.000366847892296644
ENSG00000096092	TMEM14A	0.105883300544244
ENSG00000096093	EFHC1	0.0752239349222731
ENSG00000096384	HSP90AB1	0.739887107377898
ENSG00000096401	CDC5L	0.13801039941323
ENSG00000096433	ITPR3	0.029174242261699
ENSG00000096654	ZNF184	0.021119465349628
ENSG00000096696	DSP	0.00666507660392116
ENSG00000096717	SIRT1	0.0420161547336697
ENSG00000096746	HNRNPH3	0.383885621483246
ENSG00000096872	IFT74	0.0235447435355106
ENSG00000096968	JAK2	0.0431654030518296
ENSG00000096996	IL12RB1	0.176561013414391
ENSG00000097007	ABL1	0.0287328716720234
ENSG00000097021	ACOT7	0.029651036108826
ENSG00000097033	SH3GLB1	0.306357887071004
ENSG00000097046	CDC7	0.00995661256740833
ENSG00000097096	SYDE2	0.00672857948431487
ENSG00000099139	PCSK5	0.0542278184733305
ENSG00000099194	SCD	0.00412576105413406
ENSG00000099203	TMED1	0.0743183803068231
ENSG00000099204	ABLIM1	0.159448166725541
ENSG00000099219	ERMP1	0.0162422125538901
ENSG00000099246	RAB18	0.276034104673719
ENSG00000099250	NRP1	0.000893955794952429
ENSG00000099256	PRTFDC1	0.0029228063641709
ENSG00000099282	TSPAN15	0.0116819688858311
ENSG00000099284	H2AFY2	0.0275397692354486
ENSG00000099290	FAM21A	0.0630993912741771
ENSG00000099308	MAST3	0.118068752486622
ENSG00000099326	MZF1	0.0755337509395516
ENSG00000099330	OCEL1	0.132340638223062
ENSG00000099331	MYO9B	0.20915661742748
ENSG00000099337	KCNK6	0.106112389644829
ENSG00000099338	CATSPERG	0.0118654015396113
ENSG00000099341	PSMD8	0.431452993635859
ENSG00000099364	FBXL19	0.0118547994998473
ENSG00000099365	STX1B	0.0013473978386277
ENSG00000099377	HSD3B7	0.000539708409012209
ENSG00000099381	SETD1A	0.0401284350048578
ENSG00000099385	BCL7C	0.277869047449296
ENSG00000099622	CIRBP	0.852700543655631
ENSG00000099624	ATP5D	0.808011714710223
ENSG00000099715	PCDH11Y	0.00328857979318015
ENSG00000099769	IGFALS	0.000156171641549114
ENSG00000099783	HNRNPM	0.576696314580977
ENSG00000099785	MARCH2	0.134517327607489
ENSG00000099795	NDUFB7	0.639382562348449
ENSG00000099797	TECR	0.458707086641461
ENSG00000099800	TIMM13	0.3545309815122
ENSG00000099804	CDC34	0.0597863182908236
ENSG00000099810	MTAP	0.0499390008437426
ENSG00000099814	CEP170B	0.000167505130864353
ENSG00000099817	POLR2E	0.358213303816132
ENSG00000099821	POLRMT	0.0706984524756998
ENSG00000099822	HCN2	0.000993358556859556
ENSG00000099834	CDHR5	0.000286639310762157
ENSG00000099840	IZUMO4	0.0265122052840056
ENSG00000099849	RASSF7	0.154302291816158
ENSG00000099860	GADD45B	0.166225581381616
ENSG00000099864	PALM	0.00131758906502849
ENSG00000099866	MADCAM1	0.00956811231099302
ENSG00000099875	MKNK2	0.173053657051786
ENSG00000099889	ARVCF	0.00820234414666665
ENSG00000099899	TRMT2A	0.092667033395596
ENSG00000099901	RANBP1	0.413561257345065
ENSG00000099904	ZDHHC8	0.0194592129439674
ENSG00000099910	KLHL22	0.0436606155836431
ENSG00000099917	MED15	0.193881851750572
ENSG00000099940	SNAP29	0.124988414405291
ENSG00000099942	CRKL	0.0565469110475728
ENSG00000099949	LZTR1	0.023837870581742
ENSG00000099953	MMP11	0.00877847540430011
ENSG00000099954	CECR2	9.20379578160646e-05
ENSG00000099956	SMARCB1	0.287612550799947
ENSG00000099957	P2RX6	0.00335089389942183
ENSG00000099958	DERL3	0.0268056550800448
ENSG00000099960	SLC7A4	0.000642161253106668
ENSG00000099968	BCL2L13	0.1166037313474
ENSG00000099974	DDTL	0.00244466025875046
ENSG00000099977	DDT	0.519589356816551
ENSG00000099985	OSM	0.0333602167287115
ENSG00000099991	CABIN1	0.150696146056282
ENSG00000099992	TBC1D10A	0.151337212028656
ENSG00000099994	SUSD2	0.000361129932683206
ENSG00000099995	SF3A1	0.184896237537678
ENSG00000099998	GGT5	0.00111873886807286
ENSG00000099999	RNF215	0.00443187818247199
ENSG00000100003	SEC14L2	0.0136829428927864
ENSG00000100012	SEC14L3	0.000143607937526826
ENSG00000100014	SPECC1L	0.0241340552990585
ENSG00000100023	PPIL2	0.0939655174019536
ENSG00000100024	UPB1	0.00377618857625428
ENSG00000100027	YPEL1	0.120350639639336
ENSG00000100028	SNRPD3	0.361657319014031
ENSG00000100029	PES1	0.0864040543091731
ENSG00000100030	MAPK1	0.309957522600416
ENSG00000100031	GGT1	0.0142829018591172
ENSG00000100033	PRODH	0.000269464049329035
ENSG00000100034	PPM1F	0.0670152097922064
ENSG00000100036	SLC35E4	0.00752451287614457
ENSG00000100038	TOP3B	0.0366973071566685
ENSG00000100055	CYTH4	0.367432660780486
ENSG00000100056	DGCR14	0.0606240786372029
ENSG00000100060	MFNG	0.404361267423948
ENSG00000100065	CARD10	0.000270994154665368
ENSG00000100068	LRP5L	0.00759762258161218
ENSG00000100075	SLC25A1	0.116097566366141
ENSG00000100077	ADRBK2	0.0704603826967358
ENSG00000100079	LGALS2	0.373904826650215
ENSG00000100083	GGA1	0.33679836157116
ENSG00000100084	HIRA	0.0433817844231374
ENSG00000100092	SH3BP1	0.279394018207384
ENSG00000100095	SEZ6L	0.00195015655041372
ENSG00000100097	LGALS1	1.49084317320309
ENSG00000100099	HPS4	0.159690075498221
ENSG00000100100	PIK3IP1	0.686807759432756
ENSG00000100101	RP1-37E16.12	0.00105764960523601
ENSG00000100104	SRRD	0.0323716282566148
ENSG00000100105	PATZ1	0.0594294223708236
ENSG00000100106	TRIOBP	0.0905517853354078
ENSG00000100109	TFIP11	0.0508997268968132
ENSG00000100116	GCAT	0.00626351252228698
ENSG00000100121	GGTLC2	9.31573471839354e-05
ENSG00000100122	CRYBB1	0.000858079245390936
ENSG00000100124	ANKRD54	0.0683055264302406
ENSG00000100129	EIF3L	0.858047219423479
ENSG00000100138	SNU13	0.607112841145475
ENSG00000100139	MICALL1	0.0306261291882407
ENSG00000100142	POLR2F	0.3467774960483
ENSG00000100147	CCDC134	0.00617905820500215
ENSG00000100150	DEPDC5	0.0223245087316881
ENSG00000100151	PICK1	0.0352216690590844
ENSG00000100154	TTC28	0.0394766421396441
ENSG00000100156	SLC16A8	0.000337156119931754
ENSG00000100162	CENPM	0.0339069963568155
ENSG00000100167	SEPT3	0.000229474787959002
ENSG00000100181	TPTEP1	0.0471786537432375
ENSG00000100191	SLC5A4	0.000416909661818963
ENSG00000100196	KDELR3	0.000530073580776698
ENSG00000100197	CYP2D6	0.00282542992574275
ENSG00000100201	DDX17	0.571218461904542
ENSG00000100206	DMC1	0.00254056178862566
ENSG00000100207	TCF20	0.0382206869343484
ENSG00000100209	HSCB	0.0942511900765505
ENSG00000100211	CBY1	0.0218233714083843
ENSG00000100216	TOMM22	0.434826424966631
ENSG00000100218	RSPH14	0.000962668960406028
ENSG00000100219	XBP1	0.620104606938031
ENSG00000100220	RTCB	0.171475183533969
ENSG00000100221	JOSD1	0.102995339251339
ENSG00000100225	FBXO7	0.304423659643071
ENSG00000100226	GTPBP1	0.102059555942659
ENSG00000100227	POLDIP3	0.13350751404424
ENSG00000100228	RAB36	0.00140144278372088
ENSG00000100234	TIMP3	0.000895717869844101
ENSG00000100239	PPP6R2	0.133033458667668
ENSG00000100241	SBF1	0.0616530564244312
ENSG00000100242	SUN2	0.585611542422196
ENSG00000100243	CYB5R3	0.193260341374726
ENSG00000100246	DNAL4	0.0468349772178213
ENSG00000100253	MIOX	0.00201704507823711
ENSG00000100258	LMF2	0.165121844154031
ENSG00000100263	RHBDD3	0.0359525127948114
ENSG00000100266	PACSIN2	0.0711879546347379
ENSG00000100271	TTLL1	0.0301076285887135
ENSG00000100276	RASL10A	0.000745949883657568
ENSG00000100280	AP1B1	0.10707024037313
ENSG00000100281	HMGXB4	0.118583756584116
ENSG00000100284	TOM1	0.100278711678038
ENSG00000100285	NEFH	0.00458337529495528
ENSG00000100288	CHKB	0.0662015239820085
ENSG00000100290	BIK	0.00961587854513875
ENSG00000100292	HMOX1	0.106106319218712
ENSG00000100294	MCAT	0.0260224362097227
ENSG00000100296	THOC5	0.0803770859439584
ENSG00000100297	MCM5	0.103313443638344
ENSG00000100298	APOBEC3H	0.0305066113223903
ENSG00000100299	ARSA	0.0707388993605507
ENSG00000100300	TSPO	0.897674691171138
ENSG00000100304	TTLL12	0.0378053158578478
ENSG00000100307	CBX7	0.207780856933866
ENSG00000100311	PDGFB	0.00573167994782729
ENSG00000100312	ACR	0.000151514836607024
ENSG00000100314	CABP7	0.00109456101205297
ENSG00000100316	RPL3	0.299254750033519
ENSG00000100319	ZMAT5	0.124633409195495
ENSG00000100320	RBFOX2	0.00118334297657517
ENSG00000100321	SYNGR1	0.0795407535936272
ENSG00000100324	TAB1	0.0468285640624305
ENSG00000100325	ASCC2	0.276176906323937
ENSG00000100330	MTMR3	0.0524659208891024
ENSG00000100335	MIEF1	0.0790836095694941
ENSG00000100336	APOL4	0.000806493594538443
ENSG00000100342	APOL1	0.104217224811629
ENSG00000100344	PNPLA3	0.000567645342199546
ENSG00000100345	MYH9	0.460819237681285
ENSG00000100346	CACNA1I	0.00365606649619288
ENSG00000100347	SAMM50	0.135908240985843
ENSG00000100348	TXN2	0.330318807102462
ENSG00000100350	FOXRED2	0.00577710347309187
ENSG00000100351	GRAP2	0.28886692589733
ENSG00000100353	EIF3D	0.741399003814985
ENSG00000100354	TNRC6B	0.529373006836956
ENSG00000100359	SGSM3	0.174980493228272
ENSG00000100360	IFT27	0.0877719776367077
ENSG00000100362	PVALB	0.00239943786150562
ENSG00000100364	KIAA0930	0.0976654746729189
ENSG00000100365	NCF4	0.111797914961846
ENSG00000100368	CSF2RB	0.0423910948146084
ENSG00000100372	SLC25A17	0.0419487783257288
ENSG00000100373	UPK3A	0.0191223026612373
ENSG00000100376	FAM118A	0.0818875975887553
ENSG00000100379	KCTD17	0.0541057601820489
ENSG00000100380	ST13	0.733080491191427
ENSG00000100385	IL2RB	0.353591872523422
ENSG00000100387	RBX1	0.617644281670342
ENSG00000100393	EP300	0.122421910637703
ENSG00000100395	L3MBTL2	0.0647281071873861
ENSG00000100399	CHADL	0.00300812668293504
ENSG00000100401	RANGAP1	0.0512304785593034
ENSG00000100403	ZC3H7B	0.0499997459841837
ENSG00000100410	PHF5A	0.209668965804503
ENSG00000100412	ACO2	0.197890821623921
ENSG00000100413	POLR3H	0.0576646215489318
ENSG00000100416	TRMU	0.0741752630334795
ENSG00000100417	PMM1	0.0933695918369242
ENSG00000100418	DESI1	0.105026073132832
ENSG00000100422	CERK	0.122573651063019
ENSG00000100425	BRD1	0.0395604065849856
ENSG00000100426	ZBED4	0.0337358933902997
ENSG00000100427	MLC1	0.028096663203118
ENSG00000100429	HDAC10	0.148219870984523
ENSG00000100433	KCNK10	0.000786265389816283
ENSG00000100439	ABHD4	0.0163529473282903
ENSG00000100441	KHNYN	0.0610293676435434
ENSG00000100442	FKBP3	0.224845085130659
ENSG00000100445	SDR39U1	0.151585380523673
ENSG00000100448	CTSG	0.000730669938856995
ENSG00000100450	GZMH	0.970574710602054
ENSG00000100453	GZMB	1.43944195408323
ENSG00000100461	RBM23	0.357444400594016
ENSG00000100462	PRMT5	0.0429685029518053
ENSG00000100473	COCH	0.0181596743976175
ENSG00000100478	AP4S1	0.0393832296505489
ENSG00000100479	POLE2	0.0144212695722755
ENSG00000100483	VCPKMT	0.0705636111067971
ENSG00000100485	SOS2	0.0678572221695233
ENSG00000100490	CDKL1	0.0102845219861076
ENSG00000100503	NIN	0.182024646081433
ENSG00000100504	PYGL	0.0354872842523473
ENSG00000100505	TRIM9	0.000584050030326663
ENSG00000100519	PSMC6	0.293186971329174
ENSG00000100522	GNPNAT1	0.0383605393071472
ENSG00000100523	DDHD1	0.137042217231956
ENSG00000100526	CDKN3	0.00711698117682825
ENSG00000100528	CNIH1	0.378909197604793
ENSG00000100532	CGRRF1	0.106020016096871
ENSG00000100554	ATP6V1D	0.153267428849258
ENSG00000100557	C14orf105	0.000432412325952244
ENSG00000100558	PLEK2	0.00140022436081095
ENSG00000100564	PIGH	0.0722535766087905
ENSG00000100567	PSMA3	0.267982998341869
ENSG00000100568	VTI1B	0.217318123787273
ENSG00000100575	TIMM9	0.215389278603487
ENSG00000100577	GSTZ1	0.0371753633312341
ENSG00000100578	KIAA0586	0.0542581831217041
ENSG00000100580	TMED8	0.042912394187611
ENSG00000100583	SAMD15	0.000663592236580865
ENSG00000100591	AHSA1	0.198877280049362
ENSG00000100592	DAAM1	0.0875856149627391
ENSG00000100596	SPTLC2	0.0895911544623196
ENSG00000100599	RIN3	0.251433457978184
ENSG00000100600	LGMN	0.0171084297221288
ENSG00000100601	ALKBH1	0.0248323468650871
ENSG00000100603	SNW1	0.24779514877899
ENSG00000100605	ITPK1	0.0807384437282621
ENSG00000100612	DHRS7	0.414143584817939
ENSG00000100614	PPM1A	0.16245417324116
ENSG00000100626	GALNT16	0.000721818079792391
ENSG00000100628	ASB2	0.0175932113524901
ENSG00000100629	CEP128	0.0137026673742699
ENSG00000100632	ERH	0.563596844895062
ENSG00000100644	HIF1A	0.174647093737745
ENSG00000100647	SUSD6	0.0763298312693809
ENSG00000100650	SRSF5	0.868286006815214
ENSG00000100652	SLC10A1	0.000308312277311512
ENSG00000100664	EIF5	0.410304372640376
ENSG00000100678	SLC8A3	0.000198357899713249
ENSG00000100697	DICER1	0.124187765988692
ENSG00000100711	ZFYVE21	0.0644587012872177
ENSG00000100714	MTHFD1	0.0638040130696612
ENSG00000100721	TCL1A	0.504990203346513
ENSG00000100722	ZC3H14	0.0864481596629533
ENSG00000100726	TELO2	0.0498371232465105
ENSG00000100731	PCNX	0.123017691712869
ENSG00000100744	GSKIP	0.0857687001634711
ENSG00000100749	VRK1	0.108939146986106
ENSG00000100764	PSMC1	0.301341044200175
ENSG00000100767	PAPLN	0.00153294464491115
ENSG00000100784	RPS6KA5	0.157994872587952
ENSG00000100796	PPP4R3A	0.196224716850312
ENSG00000100802	C14orf93	0.0332472323892862
ENSG00000100804	PSMB5	0.152739754243064
ENSG00000100811	YY1	0.340756813013107
ENSG00000100813	ACIN1	0.125491099710317
ENSG00000100814	CCNB1IP1	0.129439399653309
ENSG00000100815	TRIP11	0.0800172441665525
ENSG00000100823	APEX1	0.413093367121767
ENSG00000100836	PABPN1	0.323007340759496
ENSG00000100852	ARHGAP5	0.06427969822344
ENSG00000100865	CINP	0.127791393428574
ENSG00000100867	DHRS2	0.000401364648306882
ENSG00000100883	SRP54	0.151113247661568
ENSG00000100884	CPNE6	4.2330025121495e-05
ENSG00000100888	CHD8	0.0721470179810472
ENSG00000100889	PCK2	0.047729437831242
ENSG00000100890	KIAA0391	0.00777885336488166
ENSG00000100897	DCAF11	0.203044536936688
ENSG00000100902	PSMA6	0.115224175632768
ENSG00000100906	NFKBIA	0.702977165366964
ENSG00000100908	EMC9	0.0476944901740953
ENSG00000100911	PSME2	0.647639809771958
ENSG00000100916	BRMS1L	0.0195904804964972
ENSG00000100918	REC8	0.0553459250172062
ENSG00000100926	TM9SF1	0.0271706744309878
ENSG00000100934	SEC23A	0.151891266360488
ENSG00000100938	GMPR2	0.153589412161317
ENSG00000100941	PNN	0.500864619061348
ENSG00000100949	RABGGTA	0.0828013756892577
ENSG00000100968	NFATC4	0.000248518555793265
ENSG00000100979	PLTP	0.0123242873710464
ENSG00000100982	PCIF1	0.207139457106016
ENSG00000100983	GSS	0.0705834630390519
ENSG00000100985	MMP9	0.000487364552658548
ENSG00000100987	VSX1	0.00024323741737939
ENSG00000100991	TRPC4AP	0.11665235786624
ENSG00000100994	PYGB	0.0425805281357127
ENSG00000100997	ABHD12	0.0806130612057883
ENSG00000101000	PROCR	0.0192025668058468
ENSG00000101003	GINS1	0.00173913303186924
ENSG00000101004	NINL	0.00519786168218388
ENSG00000101017	CD40	0.107350909503784
ENSG00000101019	UQCC1	0.0363845048607066
ENSG00000101040	ZMYND8	0.106757042428309
ENSG00000101049	SGK2	9.35438673527202e-05
ENSG00000101052	IFT52	0.0829900598139622
ENSG00000101057	MYBL2	0.00850511973655078
ENSG00000101076	HNF4A	7.52328243613598e-05
ENSG00000101079	NDRG3	0.0946829515994519
ENSG00000101082	SLA2	0.162814488572088
ENSG00000101084	C20orf24	0.357748056453993
ENSG00000101096	NFATC2	0.125016800201564
ENSG00000101104	PABPC1L	0.0131958654251718
ENSG00000101109	STK4	0.713697581307615
ENSG00000101126	ADNP	0.113765489875425
ENSG00000101132	PFDN4	0.284315887285315
